Minangkabau	Indonesia
kamenangan	kemenangan
kamera	kamera
kamerdekaan	kemerdekaan
kamerun	kamerun
kami	kami
kamiriangan	kemiringan
kamis	kamis
kamiskinan	kemiskinan
kamp	kamp
kampanye	kampanye
kampiun	kampiun
kampuang	kampung
kampuangnyo	kampungnya
kampung	kampung
kampus	kampus
kamu	kamu
kamuadian	kemudian
kamudahan	kemudahan
kamudian	kemudian
kamuflase	kamuflase
kamuliaan	kemuliaan
kamunduran	kemunduran
kamungkinan	kemungkinan
kan	kan
kana	ingat
kanaan	ingatkan
kanabian	kenabian
kanada	kanada
kanagaraan	kenegaraan
kanagarian	desa
kanai	kena
kanaiakan	kenaikan
kanaikan	kenaikan
kanak	kanak
kanal	kanal
kanan	kanan
kanannyo	kanannya
kancah	kancah
kancang	kencang
kancil	kancil
kandak	kehendak
kandali	kendali
kandang	kandang
kandangnyo	kandangnya
kandaraan	kendaraan
kandiak	babi
kandidat	kandidat
kanduang	kandung
kanduangan	kandungan
kanduangnyo	kandungnya
kandung	kandung
kandungan	kandungan
kang	kang
kanji	kanji
kanker	kanker
kanon	kanon
kanselir	kanselir
kantang	kentang
kanti	kawan
kantinyo	temannya
kantong	kantong
kantor	kantor
kantua	kantor
kantuanyo	kantornya
kanwil	kanwil
kanyataannyo	kenyataannya
kanyatoannyo	kenyataannya
kapa	kapal
kapacayoan	kepercayaan
kapadatan	kepadatan
kapadekan	kepadatan
kapado	kepada
kapadonyo	kepadanya
kapahlawanan	kepahlawanan
kapal	kapal
kapalo	kepala
kapalonyo	kepalanya
kapamimpinan	kepemimpinan
kapamimpinannyo	kepemimpinannya
kapan	kapan
kapandaian	kepandaian
kapandaiannyo	kepandaiannya
kapanduduakan	kependudukan
kapandudukan	kependudukan
kapangurusan	kepengurusan
kapantiangan	kepentingan
kapantingan	kepentingan
kapanyo	kapalnya
kaparaluan	keperluan
kaparluan	keperluan
kapas	kapas
kapasitas	kapasitas
kapatuahan	kepatuhan
kapemimpinan	kepemimpinan
kapendekan	kependekan
kapenguruihan	kepengurusan
kapengurusan	kepengurusan
kapia	kafir
kapicayoan	kepercayaan
kapicayoannyo	kepercayaannya
kapik	jepit
kapita	kapita
kapital	kapital
kapitalis	kapitalis
kapitalisasi	kapitalisasi
kapitalisme	kapitalisme
kapitiang	kepiting
kapolda	kapolda
kapolisian	kepolisian
kapolri	kapolri
kaponakan	keponakan
kapsul	kapsul
kapten	kapten
kapua	kapur
kapuak	kapuk
kapulaga	kapulaga
kapunyoan	kepunyaan
kapur	kapur
kaputuihan	keputusan
kaputuihannyo	keputusannya
kaputusan	keputusan
kar	kar
karabaik	kerabat
karagaman	keragaman
karaguan	keraguan
karajaannyo	kerajaannya
karajinan	kerajinan
karajo	kerja
karajoan	kerjakan
karajonyo	kerjanya
karajosamo	kerjasama
karak	kerak
karakter	karakter
karakteristik	karakteristik
karambia	kelapa
karambiah	kelapa
karambie	kelapa
karambol	karambol
karamik	keramik
karancakannyo	sebaiknya
karang	karang
karangan	karangan
karangannyo	karangannya
karangka	kerangka
karangko	kerangka
karanjang	keranjang
karano	karena
karanoan	karena
karanonyo	karenanya
karapatan	kerapatan
karasukan	kerasukan
karate	karate
karateh	kertas
karawang	karawang
karbohidrat	karbohidrat
karbon	karbon
karbonat	karbonat
kardiovaskular	kardiovaskular
kareh	keras
karehnyo	kerasnya
karek	potong
karena	karena
kareno	karena
karet	karet
kareto	kereta
kargo	kargo
kari	kari
kariang	kering
kariangkan	keringkan
karibia	karibia
karier	karier
kariernya	kariernya
kariernyo	kariernya
karih	karih
karim	karim
karinci	kerinci
karir	karir
karisten	kristen
karitik	kritik
karl	karl
karma	karma
karnivora	karnivora
karno	karena
karo	kera
karoncong	keroncong
kartasura	kartasura
kartini	kartini
kartografi	kartografi
kartu	kartu
kartun	kartun
karugian	kerugian
karuik	kerut
karun	karun
karuntuahan	keruntuhan
karupuak	kerupuk
karusakan	kerusakan
karusuahan	kerusuhan
karya	karya
karyanya	karyanya
karyanyo	karyanya
karyawan	karyawan
kas	kas
kasa	kasar
kasadiahan	kesedihan
kasadioan	kesediaan
kasado	semuanya
kasadoalah	kesemuanya
kasadoalahannyo	kesemuanya
kasadonyo	semuanya
kasaimbangan	keseimbangan
kasajahteraan	kesejahteraan
kasaksian	kesaksian
kasaktian	kesaktian
kasalahan	kesalahan
kasalapan	kedelapan
kasaluruahan	keseluruhan
kasaluruahannyo	keseluruhannya
kasaluruhan	keseluruhan
kasamaan	kesamaan
kasambilan	kesembilan
kasamoan	kesamaan
kasan	kesan
kasanangan	kesenangan
kasang	kasang
kasanian	kesenian
kasanjangan	kesenjangan
kasapakatan	kesepakatan
kasapuluah	kesepuluh
kasataroan	kesetaraan
kasatuan	kesatuan
kasehatan	kesehatan
kasejahteraan	kesejahteraan
kashmir	kashmir
kasi	kasi
kasiah	kasih
kasiak	pasir
kasih	kasih
kasihatan	kesehatan
kasim	kasim
kasimpulan	kesimpulan
kasitu	kesana
kasta	kasta
kastil	kastil
kasua	kasur
kasudah	akhirnya
kasudahan	kesudahan
kasudahnyo	kesudahannya
kasui	kasui
kasukoannyo	kesukaannya
kasuksesan	kesuksesan
kasulikan	kesulitan
kasulitan	kesulitan
kasur	kasur
kasus	kasus
kasutanan	kesultanan
kata	kata
katagantuangan	ketergantungan
katahanan	ketahanan
katai	katai
katajaman	ketajaman
katak	katak
katakunan	ketekunan
katalis	katalis
katan	ketan
katanamoan	ternama
katarampilan	keterampilan
katarangan	keterangan
katatapan	ketetapan
katedral	katedral
kategori	kategori
katertiban	ketertiban
katiak	ketiak
katidak	ketidak
katidakstabilan	ketidakstabilan
katidiang	ketiding
katigo	ketiga
katigonyo	ketiganya
katik	katik
katika	ketika
katiko	ketika
katimbang	ketimbang
katimpangan	ketimpangan
katinggian	ketinggian
katinggiannyo	ketinggiannya
kato	kata
katolik	katolik
katonyo	katanya
katua	ketua
katuanyo	ketuanya
katuju	sesuai
katujuah	ketujuh
katumba	ketumbar
katuo	ketua
katupek	ketupat
katuruan	keturunan
katurunan	keturunan
katurunannyo	keturunannya
kau	kamu
kauangan	keuangan
kaum	kaum
kaumnyo	kaumnya
kaunguan	keunguan
kaunikan	keunikan
kauntuangan	keuntungan
kauntungan	keuntungan
kaus	kaus
kautamoan	keutamaan
kawa	kawa
kawah	kawah
kawajiban	kewajiban
kawan	kawan
kawannyo	kawannya
kawasan	kawasan
kawenangan	kewenangan
kawi	kawi
kawin	kawin
kaya	kaya
kayak	kayak
kayakinan	keyakinan
kayangan	kayangan
kayo	kaya
kayu	kayu
ke	ke
kea	kea
keadaan	keadaan
keadilan	keadilan
keagamaan	keagamaan
keahlian	keahlian
keamanan	keamanan
keampek	keempat
kebajikan	kebajikan
kebangsaan	kebangsaan
kebanyakan	kebanyakan
kebayoran	kebayoran
kebebasan	kebebasan
kebenaran	kebenaran
keberadaan	keberadaan
keberhasilan	keberhasilan
kebersihan	kebersihan
kebijakan	kebijakan
kebijaksanaan	kebijaksanaan
kebon	kebon
kebudayaan	kebudayaan
kebun	kebun
kebutuhan	kebutuhan
kec	kec
kecamatan	kecamatan
kecap	kecap
kecek	kata
kecekan	mengatakan
kecepatan	kecepatan
kecerdasan	kecerdasan
kecewa	kecewa
kecil	kecil
kedah	kedah
kedaton	kedaton
kedelai	kedelai
kedinasan	kedinasan
kediri	kediri
kedokteran	kedokteran
kedondong	kedondong
kedua	kedua
keduanya	keduanya
kedudukan	kedudukan
keduo	kedua
keduonyo	keduanya
kedutaan	kedutaan
keemasan	keemasan
kegiatan	kegiatan
kehakiman	kehakiman
kehidupan	kehidupan
kehutanan	kehutanan
keindahan	keindahan
keistimewaan	keistimewaan
kejadian	kejadian
keju	keju
kejuaraan	kejuaraan
kejuruan	kejuruan
kek	seperti
kekaisaran	kekaisaran
kekasih	kekasih
kekerasan	kekerasan
kekhasan	kekhasan
kekhususan	kekhususan
kekuasaannyo	kekuasaannya
kel	kel
kelahiran	kelahiran
kelahirannyo	kelahirannya
kelak	kelak
kelamin	kelamin
kelangkaan	kelangkaan
kelantan	kelantan
kelapa	kelapa
kelarasan	kelarasan
kelas	kelas
kelasnyo	kelasnya
kelautan	kelautan
kelayang	kelayang
kelemahan	kelemahan
kelenjar	kelenjar
kelok	belok
kelompok	kelompok
keluang	keluang
keluar	keluar
keluarga	keluarga
keluarganya	keluarganya
keluarganyo	keluarganya
kelurahan	kelurahan
kemajuan	kemajuan
kemakmuran	kemakmuran
kemal	kemal
kemampuan	kemampuan
kemang	kemang
kemanusiaan	kemanusiaan
kemarin	kemarin
kemasyarakatan	kemasyarakatan
kematian	kematian
kembali	kembali
kembang	kembang
kemboja	kemboja
kembung	kembung
kemenangan	kemenangan
kementerian	kementerian
kemerdekaan	kemerdekaan
kemiliteran	kemiliteran
kemiri	kemiri
kemiskinan	kemiskinan
kemoterapi	kemoterapi
kempas	kempas
kempetai	kempetai
kempot	kempot
kemudian	kemudian
kemungkinan	kemungkinan
kemuning	kemuning
ken	ken
kenagarian	desa
kenal	kenal
kencana	kencana
kendali	kendali
kendaraan	kendaraan
kental	kental
kenya	kenya
kenyataan	kenyataan
kepada	kepada
kepadatan	kepadatan
kepado	kepada
kepala	kepala
kepalo	kepala
kepandaian	kepandaian
kepang	kepang
kepemimpinan	kepemimpinan
kepemimpinannya	kepemimpinannya
kepemudaan	kepemudaan
kependudukan	kependudukan
kepenuhan	kepenuhan
kepolisian	kepolisian
keppres	keppres
kepres	kepres
kepulauan	kepulauan
kepustakaan	kepustakaan
keputusan	keputusan
keracunan	keracunan
kerajaan	kerajaan
kerak	kerak
kerana	karena
kerangka	kerangka
kerangko	kerangka
kerap	kerap
keraton	keraton
kerdil	kerdil
kereta	kereta
kerinci	kerinci
kering	kering
kerja	kerja
kerjasama	kerjasama
kerkap	kerkap
keroncong	keroncong
keruh	keruh
kerukunan	kerukunan
kesan	kesan
kesatria	kesatria
kesatriaan	kesatriaan
kesatuan	kesatuan
kesayangan	kesayangan
kesehatan	kesehatan
kesehatannyo	kesehatannya
kesejahteraan	kesejahteraan
keselamatan	keselamatan
kesempatan	kesempatan
kesenian	kesenian
kesepakatan	kesepakatan
kesepian	kesepian
kesesakan	kesesakan
kesetian	kesetiaan
kesuksesan	kesuksesan
kesultanan	kesultanan
kesusasteraan	kesusasteraan
kesusastraan	kesusastraan
ketahanan	ketahanan
ketat	ketat
ketek	kecil
keteknyo	kecilnya
ketentuan	ketentuan
keterampilan	keterampilan
keterangan	keterangan
ketiga	ketiga
ketigo	ketiga
ketika	ketika
ketiko	ketika
ketinggian	ketinggian
ketoprak	ketoprak
ketua	ketua
ketupat	ketupat
keuangan	keuangan
kg	kg
kh	kh
khalaf	khalaf
khalayak	khalayak
khalifah	khalifah
khan	khan
kharismatik	kharismatik
khas	khas
khasiat	khasiat
khasnyo	khasnya
khatib	khatib
khatulistiwa	khatulistiwa
khawatir	khawatir
khidmat	khidmat
khusuih	khusus
khusuihnyo	khususnya
khusus	khusus
ki	ki
kiai	kiai
kiambang	kiambang
kiasan	kiasan
kiblat	kiblat
kicauan	kicauan
kida	kiri
kidanyo	kirinya
kidul	kidul
kijang	kijang
kilang	kilang
kilauan	kilauan
kilogram	kilogram
kilometer	kilometer
kim	kim
kimia	kimia
kinabalu	kinabalu
kincia	kincir
kinerja	kinerja
king	king
kini	sekarang
kiniko	kini
kipang	kipang
kiprah	kiprah
kiri	kiri
kiro	kira
kironyo	kiranya
kisah	kisah
kisaran	kisaran
kisi	kisi
kita	kita
kitab	kitab
kitabullah	kitabullah
kito	kita
kl	kl
klaim	klaim
klan	klan
klang	klang
klasemen	klasemen
klasifikasi	klasifikasi
klasik	klasik
klausa	klausa
klenteng	klenteng
klien	klien
klinik	klinik
klinis	klinis
klip	klip
klorida	klorida
klorin	klorin
klorokuin	klorokuin
kluang	klung
klub	klub
klubnyo	klubnya
km	km
ko	ini
koalisi	koalisi
kobokan	kobokan
kocok	kocok
kodam	kodam
kode	kode
kodok	kodok
kodya	kodya
kognitif	kognitif
koin	koin
kok	kok
kokoh	kokoh
kol	kol
kolaborasi	kolaborasi
kolak	kolak
kolam	kolam
kolang	kolang
koleksi	koleksi
koleksinyo	koleksinya
kolektif	kolektif
kolese	kolese
kolesterol	kolesterol
kolitis	kolitis
kolom	kolom
kolombia	kolombia
kolonel	kolonel
kolong	kolong
koloni	koloni
kolonial	kolonial
kolonialis	kolonialis
kolonialisme	kolonialisme
kolumnis	kolumnis
koma	koma
komandan	komandan
komando	komando
kombinasi	kombinasi
komedi	komedi
komentar	komentar
komersial	komersial
komersil	komersil
komet	komet
komik	komik
komikus	komikus
komisariat	komisariat
komisaris	komisaris
komisi	komisi
komisioner	komisioner
komite	komite
komitmen	komitmen
komnas	komnas
komoditas	komoditas
komodo	komodo
komoro	komoro
kompak	kompak
kompas	kompas
kompensasi	kompensasi
kompetensi	kompetensi
kompetisi	kompetisi
kompilasi	kompilasi
komplek	komplek
kompleks	kompleks
komplikasi	komplikasi
komplikasinyo	komplikasinya
komponen	komponen
komponis	komponis
kompor	kompor
komposer	komposer
komposisi	komposisi
komposit	komposit
komprehensif	komprehensif
kompromi	kompromi
komputasi	komputasi
komputer	komputer
komunal	komunal
komunikasi	komunikasi
komunis	komunis
komunitas	komunitas
komuter	komuter
kon	kon
koncek	katak
konco	kawan
kondisi	kondisi
kondisinyo	kondisinya
kondusif	kondusif
konfederasi	konfederasi
konferensi	konferensi
konfigurasi	konfigurasi
konflik	konflik
konfrontasi	konfrontasi
konfusianisme	konfusianisme
kong	kong
kongo	kongo
kongres	kongres
konon	konon
konsekuensi	konsekuensi
konselor	konselor
konsensus	konsensus
konsentrasi	konsentrasi
konsep	konsep
konseptor	konseptor
konser	konser
konservasi	konservasi
konservatif	konservatif
konsesi	konsesi
konsisten	konsisten
konsistensi	konsistensi
konsonan	konsonan
konsorsium	konsorsium
konstan	konstan
konstituante	konstituante
konstitusi	konstitusi
konstitusional	konstitusional
konstruksi	konstruksi
konsul	konsul
konsultan	konsultan
konsumen	konsumen
konsumsi	konsumsi
kontainer	kontainer
kontak	kontak
konteks	konteks
kontemporer	kontemporer
kontestan	kontestan
kontinental	kontinental
kontingen	kontingen
kontinyu	kontinyu
kontra	kontra
kontrak	kontrak
kontraktor	kontraktor
kontras	kontras
kontribusi	kontribusi
kontrol	kontrol
kontroversi	kontroversi
kontroversial	kontroversial
kontur	kontur
konvensi	konvensi
koordinasi	koordinasi
koordinat	koordinat
koordinator	koordinator
kopassus	kopassus
koperasi	koperasi
kopi	kopi
koran	koran
korban	korban
korea	korea
korek	korek
korektor	korektor
koreografer	koreografer
koresponden	koresponden
koridor	koridor
korma	korma
koroner	koroner
korong	korong
korporasi	korporasi
korps	korps
korup	korup
korupsi	korupsi
kosakata	kosakata
kosmonot	kosmonot
kosmopolitan	kosmopolitan
kosong	kosong
kostrad	kostrad
kostum	kostum
kota	kota
kotagede	kotagede
kotak	kotak
kotamadya	kotamadya
kotanyo	kotanya
koto	koto
kotonyo	katanya
kotor	kotor
kotoran	kotoran
krakatau	krakatau
kraton	kraton
kreatif	kreatif
kreatifitas	kreatifitas
kreativitas	kreativitas
kredit	kredit
kreol	kreol
kri	kri
krim	krim
kriminal	kriminal
krisis	krisis
kristal	kristal
kristen	kristen
kristus	kristus
kriteria	kriteria
kritik	kritik
kritikan	kritikan
kritikus	kritikus
kritis	kritis
kroasia	kroasia
kromium	kromium
kromosom	kromosom
kronik	kronik
kronis	kronis
kru	kru
ksau	ksau
ku	ku
kuah	kuah
kuahnyo	kuahnya
kuaik	kuat
kuala	kuala
kuali	kuali
kualifikasi	kualifikasi
kualitas	kualitas
kuan	kuan
kuang	kuang
kuantan	kuantan
kuasa	kuasa
kuaso	kuasa
kuasoi	kuasai
kuat	kuat
kuba	kuba
kubah	kubah
kubang	kubang
kubu	kubu
kubua	kubur
kubung	kubung
kuburan	kuburan
kuciang	kucing
kucing	kucing
kuda	kuda
kudapan	kudapan
kudeta	kudeta
kudian	setelah
kuduih	kudus
kudus	kudus
kue	kue
kuek	kuat
kueknyo	kuatnya
kuih	hisap
kuil	kuil
kuis	kuis
kukuih	hisap
kul	kul
kuli	kuli
kuliah	kuliah
kuliahnyo	kuliahnya
kulik	kulik
kuliknyo	kulitnya
kuliliang	keliling
kuliner	kuliner
kulit	kulit
kultivar	kultivar
kultur	kultur
kumandan	komandan
kumango	kumango
kumayan	kumayan
kumbali	kembali
kumbang	kumbang
kumih	kumis
kumpuan	kumpulkan
kumpulan	kumpulan
kumuah	kotor
kumunih	komunis
kuna	kuna
kunar	kunar
kunci	kunci
kuncup	kuncup
kundang	kundang
kundur	kundur
kuniang	kuning
kuning	kuning
kuningan	kuningan
kunjuang	kunjung
kunjuangan	kunjungan
kunjuangi	kunjungi
kunjung	kunjung
kunjungan	kunjungan
kuno	kuno
kunun	konon
kunyik	kunyit
kuota	kuota
kupu	kupu
kura	kura
kurai	kurai
kuran	kuran
kurang	kurang
kurangnyo	kurangnya
kurator	kurator
kureta	kereta
kurikulum	kurikulum
kurinci	kerinci
kurma	kurma
kursi	kursi
kursus	kursus
kuruang	kurung
kuruangan	kurungan
kurun	kurun
kurung	kurung
kusir	kusir
kusuih	kusut
kusuma	kusuma
kuta	kuta
kutai	kutai
kutangkap	kutangkap
kutei	kutai
kutiko	ketika
kutipan	kutipan
kutu	kutu
kutub	kutub
kuwait	kuwait
kw	kw
kwa	kwa
kwalitas	kwalitas
kwek	kwek
l	l
la	la
lab	lab
labek	lebat
label	label
labiah	lebih
labo	laba
laboratorium	laboratorium
labu	labu
labuah	jalan
labuahan	labuhan
labuan	labuan
labuhan	labuhan
lactuca	lactuca
lada	lada
ladang	ladang
laden	laden
lado	lada
laga	laga
lagi	lagi
lago	laga
lagu	lagu
lagunya	lagunya
lagunyo	lagunya
lah	sudah
lahan	lahan
lahat	lahat
lahia	lahir
lahialah	lahirlah
lahianyo	lahirnya
lahir	lahir
lai	ada
laia	lahir
lain	lain
lainnya	lainnya
lainnyo	lainnya
lais	lais
laju	laju
lakangnyo	belakangnya
lakeh	lekas
lakek	lekat
laki	laki
lakinyo	suaminya
lakon	lakon
laksamana	laksamana
laksana	laksana
laku	laku
lakuan	lakuan
lakukan	lakukan
lalang	lalang
lalapan	lalapan
lalok	tidur
lalu	lalu
laluhua	leluhur
lalui	lalui
lam	lam
lama	lama
lamah	lemah
lamak	enak
laman	halaman
lamang	lamang
lamaran	lamaran
lamarannyo	lamarannya
lambago	lembaga
lambang	lambang
lambek	pelan
lambok	lembab
lambuang	lambung
lamela	lamela
lamina	lamina
lamo	lama
lamonyo	lamanya
lampau	lampau
lampu	lampu
lampung	lampung
lamuri	lumuri
lan	lan
lanca	lancar
lancang	lancang
lancar	lancar
landai	landai
landak	landak
landasan	landasan
landia	landai
landung	landung
langan	lengan
langau	nyamuk
langik	langit
langit	langit
langka	langka
langkah	langkah
langkahnyo	langkahnya
langkan	langkan
langkat	langkat
langko	langka
langkok	lengkap
langkueh	lengkuas
langsek	duku
langsuang	langsung
langsung	langsung
lanin	lanin
lanjar	lanjar
lanjuik	lanjut
lanjut	lanjut
lanjutan	lanjutan
lanka	lanka
lansia	lansia
lansuang	langsung
lantai	lantai
lantainyo	lantainya
lantang	lantang
lantas	lantas
lantiak	lentik
lao	lao
laos	laos
lapa	lapar
lapak	lapak
lapan	delapan
lapang	lapang
lapangan	lapangan
lapau	kedai
lapeh	lepas
lapiak	tikar
lapih	lapis
lapik	lapik
lapisan	lapisan
laporan	laporan
larangan	larangan
lareh	laras
lari	lari
larinyo	larinya
laris	laris
laruik	larut
larutan	larutan
larva	larva
laser	laser
lasi	lasi
laskar	laskar
lata	lata
latak	letak
latar	latar
latiah	letih
latiahan	latihan
latif	latif
latihan	latihan
latin	latin
latuihan	letusan
latusan	letusan
lauak	lauk
lauik	laut
lauiknyo	lautnya
lauk	lauk
laut	laut
lautan	lautan
law	law
lawah	lawah
lawak	lucu
lawan	lawan
lawang	lawang
lawannyo	lawannya
lawas	lawas
lawe	lawe
laweh	luas
lawehnyo	luasnya
layak	layak
layaknyo	layaknya
layanan	layanan
layang	layang
layar	layar
lazim	lazim
lazimnyo	lazimnya
lb	lb
le	le
leban	leban
lebanon	lebanon
lebanyo	lebarnya
lebar	lebar
lebaran	lebaran
lebiah	lebih
lebih	lebih
lebuh	lebuh
ledakan	ledakan
ledang	ledang
legal	legal
legenda	legenda
legendaris	legendaris
legislatif	legislatif
legitimasi	legitimasi
legiun	legiun
legum	legum
leiden	leiden
lektor	lektor
lekukan	lekukan
lelah	lelah
lelaki	lelaki
lele	lele
leluasa	leluasa
leluhua	leluhur
leluhur	leluhur
lemak	lemak
lembaga	lembaga
lembah	lembah
lembak	lembak
lembang	lembang
lembar	lembar
lembaran	lembaran
lembur	lembur
lembut	lembut
lempeng	lempeng
lempengan	lempengan
lencana	lencana
lencir	lencir
lendir	lendir
lengah	lengah
lenggang	lenggang
lenggek	tingkat
lengkap	lengkap
lengkong	lengkong
leo	leo
leonardo	leonardo
leran	leran
lereang	lereng
lereng	lereng
les	les
lesotho	lesotho
lestari	lestari
lesung	lesung
letak	letak
letjen	letjen
letkol	letkol
letnan	letnan
level	level
lever	lever
lewaik	lewat
lewat	lewat
li	li
liak	lagi
liar	liar
liau	beliau
libanon	libanon
liberal	liberal
liberalisme	liberalisme
libur	libur
liburan	liburan
lidah	lidah
lidi	lidi
liek	lihat
liga	liga
ligina	ligina
lihai	lihai
lihat	lihat
lihia	leher
likas	likas
liku	liku
lilin	lilin
lim	lim
lima	lima
limas	limas
limau	jeruk
limbago	lembaga
limbah	limbah
limfoma	limfoma
limo	lima
limun	limun
lindu	lindu
linduang	lindung
linear	linear
lingga	lingga
linggarjati	linggarjati
linggo	lingga
lingka	lingkar
lingkar	lingkar
lingkaran	lingkaran
lingkuangan	lingkungan
lingkung	lingkung
lingkungan	lingkungan
lingkungannyo	lingkungannya
lingkup	lingkup
lingua	lingua
linguistik	linguistik
lini	lini
linnaeus	linnaeus
lintah	lintah
lintang	lintang
lintas	lintas
lintasan	lintasan
linteh	lintas
lipek	lipat
liputan	liputan
liriak	lirik
lirik	lirik
lirikan	lirikan
liriknya	liriknya
liriknyo	liriknya
liris	liris
lisan	lisan
lisensi	lisensi
listrik	listrik
liter	liter
literal	literal
literasi	literasi
literatur	literatur
litigasi	litigasi
litograf	litograf
lituania	lituania
liver	liver
liwa	liwa
liwaik	lewat
lo	lo
lobak	lobak
logam	logam
logika	logika
logistik	logistik
logo	logo
loji	loji
lok	lok
lokal	lokal
lokasi	lokasi
lokasinyo	lokasinya
loko	loko
lolong	lolong
lolos	lolos
lomba	lomba
lombok	lombok
lompek	lompat
lonceng	lonceng
london	london
longicauda	longicauda
lonjong	lonjong
lontara	lontara
lontong	lontong
lorong	lorong
los	los
lotak	lotak
loyang	loyang
lp	lp
ls	ls
lsm	lsm
lu	lu
lua	luar
luak	desa
luang	luang
luanyo	luarnya
luar	luar
luas	luas
lubang	lubang
lubuak	lubuk
lubuk	lubuk
lucu	lucu
lueh	luas
luehnyo	luasnya
lues	luas
luhak	desa
luhur	luhur
lui	lui
luka	luka
lukah	lukah
lukih	lukis
lukis	lukis
lukisan	lukisan
lukisannyo	lukisannya
luko	luka
luluak	kotor
luluih	lulus
luluihan	lulusan
lulus	lulus
lulusan	lulusan
lumbuang	lumbung
lumen	lumen
lumpuah	lumpuh
lumpur	lumpur
lumut	lumut
lunak	lunak
lunasi	lunasi
lunto	lunta
lupo	lupa
luput	luput
lurah	lurah
luruih	lurus
luther	luther
lutheran	lutheran
lutuik	lutut
lutut	lutut
luweh	luas
luwehnyo	luasnya
m	m
ma	mana
maaagiah	memberikan
maabadian	mengabadikan
maabdikan	mengabdikan
maabiahan	menghabiskan
maabihan	menghabiskan
maabuih	merebus
maacu	mengacu
maadang	menghadang
maadoan	mengadakan
maadohan	mengadakan
maadok	menghadap
maadokan	mengadakan
maadoki	menghadapi
maadopsi	mengadopsi
maadu	mengadu
maaf	maaf
maagiah	memberikan
maagiahan	memberikan
maagiahkan	memberikan
maagiahnyo	memberikannya
maagih	memberikan
maahabihkan	menghabiskan
maaja	mengajar
maajaan	mengajarkan
maajak	mengajak
maajarkan	mengajarkan
maakhiri	mengakhiri
maakibaikan	mengakibatkan
maakibatkan	mengakibatkan
maakui	mengakui
maalami	mengalami
maalang	menghalangi
maalau	menghalau
maalia	mengalir
maambek	menghambat
maambiak	mengambil
maambuihan	menghembuskan
maancam	mengancam
maancuaan	menghancurkan
maancuakan	menghancurkan
maancuan	menghancurkan
maanggap	menganggap
maanggapnyo	menganggapnya
maangkek	mengangkat
maangkeknyo	mengangkatnya
maangkuik	mengangkut
maanjuakan	menganjurkan
maanta	mengantarkan
maantaan	mengantarkan
maantaannyo	mengantarkannya
maantanyo	mengantarkannya
maanuik	menganut
maaragoi	menghargai
maarahan	mengarahkan
maasilan	menghasilkan
maasuik	menghasut
maatua	mengatur
maatur	mengatur
